Sample,Tol_int,Tol_int_err,I0,I0_err,Rg,Rg_err,D0_Frisken,D0_Frisken_err,D0_Cumulant,D0_Cumulant_err,D0_stretched,D0_stretched_err
AY38_G4-2.0-typeB,3.2447055055446675e-05,5.395652079682963e-15,0.2176119308533887,0.05939430881723292,178.44381650914812,8.312077824035372,0.8365180066261555,,0.845317529334808,,0.7941668367512166,
